State,Latitude,Longitude,Rainfall,Soil_Moisture,Slope,Elevation,Temperature,Risk
Assam,27.077438,94.021021,340.8,0.609,26.3,898.4,22.9,Moderate
Mizoram,24.066505,92.524947,59.6,0.231,75.0,3198.4,10.3,Moderate
Assam,26.56002,93.386727,71.8,0.335,56.8,2077.4,14.6,Moderate
Meghalaya,25.443685,91.258173,56.9,0.352,36.6,1684.4,18.2,Low
Nagaland,25.796186,93.583689,75.5,0.169,51.9,2624.7,11.8,Moderate
Arunachal Pradesh,27.141404,92.080325,57.7,0.23,17.5,1192.5,22.7,Low
Arunachal Pradesh,28.549209,95.134001,33.1,0.147,57.7,2645.9,14.6,Low
Mizoram,24.371577,93.148582,121.3,0.275,18.1,741.0,23.5,Low
Meghalaya,25.062455,92.452736,46.3,0.186,11.1,206.4,23.7,Low
Tripura,24.28028,91.576316,244.5,0.596,38.3,1558.3,16.2,Moderate
Manipur,24.91314,94.756941,173.1,0.162,22.3,984.5,21.3,Low
Meghalaya,25.638765,92.515965,206.2,0.41,56.6,2593.8,15.1,Moderate
Arunachal Pradesh,26.749116,92.550785,49.7,0.215,45.3,1762.8,19.7,Low
Arunachal Pradesh,27.822265,94.716162,214.7,0.37,2.0,276.6,29.9,Low
Tripura,24.205965,92.284741,106.6,0.337,36.4,1319.0,19.6,Low
Nagaland,25.938818,93.394831,294.1,0.507,60.6,1959.5,14.3,High
Meghalaya,25.961406,91.613142,79.8,0.379,31.5,1641.8,15.4,Moderate
Meghalaya,25.238251,91.284485,32.3,0.146,25.5,1249.8,22.0,Low
Arunachal Pradesh,28.726931,95.737265,88.8,0.091,34.2,1947.2,19.8,Low
Manipur,24.749275,93.549386,27.5,0.05,40.4,1991.3,17.1,Low
Mizoram,24.431731,93.062371,51.3,0.117,38.6,1968.0,17.4,Moderate
Sikkim,27.489885,88.252417,115.6,0.356,46.7,2083.9,11.8,Moderate
Mizoram,23.800868,92.514838,162.3,0.447,45.3,2311.5,15.3,High
Meghalaya,25.206052,91.389502,27.9,0.107,31.5,1246.1,24.9,Low
Mizoram,22.653967,93.017577,178.5,0.352,2.0,218.2,27.4,Low
Arunachal Pradesh,26.853816,95.102176,61.2,0.247,44.7,933.6,23.2,Low
Arunachal Pradesh,27.34989,91.501336,128.3,0.553,51.5,2302.6,15.2,Moderate
Tripura,23.103098,92.2137,118.1,0.426,45.6,2330.5,14.0,Moderate
Meghalaya,26.040826,90.500827,103.6,0.118,36.5,679.5,21.4,Low
Tripura,24.145395,91.791143,56.4,0.065,35.3,712.8,23.2,Low
Meghalaya,26.165086,90.920817,94.3,0.312,51.7,2053.1,20.2,Moderate
Sikkim,27.817753,88.057182,10.6,0.2,67.4,2623.1,17.8,Moderate
Sikkim,27.475497,88.867436,322.5,0.567,44.5,2400.3,11.3,High
Nagaland,26.224064,93.875759,129.3,0.209,10.3,554.4,27.8,Low
Meghalaya,25.144325,91.910585,231.6,0.453,42.3,2421.9,10.7,High
Manipur,25.025226,93.67309,113.3,0.229,43.4,316.2,24.9,Moderate
Mizoram,24.372448,92.228864,185.9,0.484,64.8,2198.8,22.5,Moderate
Meghalaya,25.364469,92.563208,93.4,0.219,11.9,50.0,27.4,Low
Assam,25.347929,91.289193,301.5,0.545,34.8,1904.2,17.2,Moderate
Nagaland,26.215019,94.947603,98.9,0.308,13.3,724.1,24.8,Low
Assam,24.433216,95.64103,154.0,0.495,14.0,598.8,25.4,Moderate
Arunachal Pradesh,28.885219,92.496876,64.7,0.254,19.1,241.6,24.3,Low
Sikkim,27.85441,88.346463,123.4,0.389,2.0,225.4,26.3,Low
Mizoram,22.945966,93.218277,140.7,0.317,2.0,174.3,24.5,Low
Meghalaya,26.155342,90.179968,84.6,0.381,51.8,1861.7,19.7,Moderate
Assam,25.766647,92.729932,164.0,0.354,66.4,2157.5,12.7,High
Mizoram,22.878411,92.672146,241.6,0.458,55.8,2133.6,16.8,High
Arunachal Pradesh,26.656806,95.270462,106.9,0.487,26.9,1505.1,20.8,Moderate
Sikkim,27.523457,88.175314,46.3,0.155,15.8,1566.2,22.7,Low
Manipur,25.350464,94.444609,188.1,0.405,36.4,1211.7,25.0,Moderate
Nagaland,26.124144,93.896901,44.9,0.277,12.5,50.0,28.0,Low
Mizoram,23.559041,92.574598,75.0,0.32,2.0,50.0,26.7,Low
Mizoram,22.513621,93.149669,115.7,0.225,41.1,962.7,22.5,Low
Manipur,23.876618,93.170583,67.2,0.195,32.4,2030.4,12.4,Low
Mizoram,21.917649,92.398826,77.6,0.117,48.1,1574.3,13.3,Low
Arunachal Pradesh,26.70697,96.976913,135.4,0.261,14.7,640.5,22.8,Low
Arunachal Pradesh,27.36643,92.320974,281.3,0.574,51.2,2025.7,19.2,High
Manipur,24.257893,94.685026,249.3,0.595,17.7,886.1,22.9,Moderate
Nagaland,26.188304,94.029636,93.4,0.201,47.8,1399.9,21.9,Low
Meghalaya,26.04807,90.984971,68.5,0.205,17.2,578.3,29.7,Low
Assam,25.407036,91.00588,53.4,0.248,57.8,2946.2,13.5,Moderate
Meghalaya,25.453356,90.750053,123.2,0.314,28.8,1337.4,21.5,Moderate
Mizoram,23.66099,92.576458,131.9,0.402,38.2,1408.9,22.2,Moderate
Assam,26.424239,90.115121,139.8,0.309,61.4,3500.0,9.1,Moderate
Tripura,23.206063,91.529627,102.8,0.428,2.8,473.2,26.2,Low
Manipur,25.580204,93.679054,43.3,0.187,31.4,1798.3,19.0,Low
Manipur,25.061741,93.459157,54.1,0.3,36.9,1337.0,24.6,Low
Nagaland,25.441364,93.417073,80.7,0.257,46.2,2921.9,12.6,Moderate
Assam,25.282737,90.693264,220.7,0.372,50.2,856.0,26.1,High
Arunachal Pradesh,27.022031,95.684176,75.0,0.105,31.8,1577.9,24.9,Moderate
Assam,24.06652,93.214204,165.4,0.384,45.4,1153.8,22.9,Moderate
Mizoram,22.8866,92.858515,264.0,0.459,53.9,2721.1,14.2,High
Arunachal Pradesh,28.188491,93.223522,168.1,0.366,15.2,1056.6,20.6,Low
Sikkim,27.354131,88.660062,153.2,0.36,45.8,2499.8,13.4,Moderate
Sikkim,28.045532,88.173323,68.8,0.103,49.7,1987.4,16.2,Moderate
Tripura,23.05619,92.167135,244.2,0.582,10.8,50.0,27.4,Moderate
Sikkim,27.419875,88.496186,117.5,0.204,52.3,2551.2,17.1,Moderate
Manipur,24.483132,93.226444,279.3,0.531,37.0,1847.0,18.1,Moderate
Assam,26.475193,93.008387,14.2,0.076,22.6,720.3,24.6,Low
Sikkim,27.243592,88.406682,11.0,0.116,46.9,1902.3,20.7,Moderate
Meghalaya,25.956337,91.571278,101.8,0.189,39.7,2401.3,12.8,Moderate
Nagaland,25.384143,94.396043,81.3,0.186,32.8,1732.2,20.1,Moderate
Meghalaya,25.843286,92.17811,63.4,0.079,35.9,1430.2,25.3,Low
Sikkim,27.754941,88.137392,181.8,0.304,38.8,1742.8,21.7,Moderate
Tripura,24.036277,91.880544,54.4,0.189,25.7,1467.9,21.2,Low
Nagaland,25.246411,94.123495,149.5,0.266,56.5,1856.4,16.4,Moderate
Mizoram,22.765671,93.070236,52.1,0.285,48.7,2631.1,17.2,Moderate
Meghalaya,25.259363,91.572616,142.5,0.363,17.9,1161.2,21.4,Low
Tripura,24.36113,92.037143,49.2,0.29,2.0,700.7,26.1,Low
Assam,27.870122,95.864588,204.5,0.412,28.5,896.8,25.0,Moderate
Assam,24.044815,93.62327,48.4,0.209,2.0,291.5,25.1,Low
Meghalaya,25.495407,92.379563,206.3,0.469,73.0,2687.5,16.5,High
Sikkim,27.302178,88.882927,189.8,0.497,25.3,1006.2,20.5,Moderate
Tripura,23.881933,92.031599,60.4,0.287,35.9,910.4,28.8,Low
Assam,24.359518,90.855785,24.3,0.05,30.5,1360.7,26.9,Low
Mizoram,23.87185,92.228582,100.2,0.218,54.2,1726.8,21.8,Moderate
Arunachal Pradesh,28.950634,91.57672,82.3,0.202,48.5,2030.8,20.3,Low
Sikkim,27.788543,88.328585,325.6,0.52,12.8,699.8,27.4,Moderate
Tripura,23.878392,91.904841,271.9,0.651,12.3,649.7,31.5,Moderate
Mizoram,22.790436,92.340351,76.4,0.217,23.7,1187.3,20.3,Low
Tripura,23.011433,91.765617,137.0,0.229,18.5,978.4,18.9,Low
Nagaland,26.189245,94.784402,91.7,0.241,75.0,2701.1,14.7,Moderate
Mizoram,23.225312,92.74918,191.7,0.571,37.3,1762.8,19.6,Moderate
Sikkim,27.477705,88.023802,96.3,0.196,5.1,459.6,23.5,Low
Nagaland,25.837559,95.25204,90.5,0.375,9.5,682.9,24.9,Low
Sikkim,28.048267,88.29644,117.7,0.197,47.0,1499.8,20.6,Low
Assam,26.468741,95.037969,194.3,0.397,27.6,944.4,24.8,Moderate
Arunachal Pradesh,27.823823,91.598768,99.5,0.151,45.1,1116.9,21.8,Moderate
Sikkim,27.089413,88.459353,9.8,0.324,30.2,890.4,26.0,Low
Sikkim,28.163327,88.623889,24.8,0.056,37.0,1001.5,27.6,Low
Assam,24.297848,90.892974,181.0,0.53,15.5,341.8,29.6,Low
Manipur,25.265514,94.514592,44.6,0.133,14.4,50.0,27.4,Low
Assam,26.594317,93.759866,167.8,0.346,22.2,1118.6,23.4,Low
Nagaland,25.253841,94.957061,79.4,0.276,24.9,1701.8,16.7,Moderate
Assam,27.310756,91.331921,56.6,0.184,23.9,1676.9,18.4,Low
Assam,26.976442,91.053584,26.1,0.241,27.5,954.3,24.3,Low
Arunachal Pradesh,26.62099,92.606251,113.9,0.35,30.0,1320.3,26.8,Low
Assam,24.750241,91.827812,290.1,0.5,51.3,2100.0,14.5,High
Tripura,23.569519,91.661101,90.1,0.249,18.9,340.7,25.3,Low
Sikkim,27.572105,88.243607,250.4,0.53,31.7,1219.0,26.3,Moderate
Tripura,22.946673,91.786632,59.7,0.275,43.8,313.7,25.4,Low
Arunachal Pradesh,27.687234,93.142697,68.5,0.173,7.9,263.6,26.8,Low
Meghalaya,26.040329,92.04023,61.1,0.314,13.3,683.7,27.4,Low
Manipur,25.429755,93.890969,117.2,0.233,39.0,996.2,25.3,Low
Tripura,23.10949,91.905088,130.2,0.39,22.0,1382.1,22.1,Moderate
Arunachal Pradesh,27.118221,93.926763,53.1,0.358,40.7,1657.6,20.1,Moderate
Nagaland,25.323501,94.950617,108.5,0.232,48.9,2220.6,17.1,Low
Meghalaya,25.151129,92.509293,142.3,0.352,25.1,1243.8,24.8,Moderate
Arunachal Pradesh,29.092692,94.055205,84.5,0.297,36.7,2056.0,21.4,Moderate
Arunachal Pradesh,28.733105,94.906948,51.4,0.128,30.7,1168.2,21.5,Low
Manipur,25.325844,93.777249,117.8,0.24,8.8,50.0,30.6,Low
Sikkim,27.94297,88.416211,231.7,0.536,43.8,2183.1,14.6,Moderate
Tripura,24.405545,91.632284,85.4,0.4,20.7,1460.3,24.2,Moderate
Nagaland,26.078977,94.870144,163.5,0.367,30.3,1581.3,20.2,Moderate
Mizoram,24.036102,92.920836,157.4,0.442,10.4,500.6,29.3,Low
Tripura,23.187677,91.608086,155.3,0.159,8.4,50.0,30.7,Low
Mizoram,24.416989,93.178882,125.6,0.347,22.6,1723.3,26.6,Moderate
Arunachal Pradesh,28.933488,91.68054,109.0,0.234,6.5,731.7,27.6,Low
Assam,25.96501,93.773713,37.2,0.128,19.1,986.4,23.2,Low
Nagaland,26.777062,93.398547,100.0,0.304,31.1,820.9,20.8,Moderate
Meghalaya,26.022927,91.445203,221.2,0.451,30.7,1210.2,25.7,Moderate
Assam,24.828719,91.698708,10.7,0.396,26.4,1916.2,20.5,Low
Assam,25.184104,93.044412,126.4,0.196,27.5,362.3,28.8,Low
Tripura,22.982697,91.206097,224.4,0.637,48.3,1545.5,20.3,Moderate
Nagaland,26.744117,93.565208,163.5,0.276,4.5,319.8,26.0,Low
Sikkim,27.280076,88.408034,132.3,0.465,50.2,2937.2,11.3,High
Arunachal Pradesh,28.051363,95.699858,135.8,0.284,46.6,1497.4,18.8,Moderate
Arunachal Pradesh,27.841997,95.844255,207.7,0.364,4.1,149.4,30.5,Moderate
Arunachal Pradesh,28.355039,92.122049,110.3,0.317,14.0,75.5,29.7,Low
Arunachal Pradesh,26.968994,93.903685,71.2,0.097,29.3,1444.2,22.4,Low
Tripura,23.535023,91.966608,115.0,0.359,40.0,655.8,24.6,Moderate
Mizoram,23.409917,92.704573,29.6,0.05,2.0,59.2,28.1,Low
Arunachal Pradesh,27.012281,92.747604,44.3,0.236,42.0,1392.3,24.1,Moderate
Mizoram,23.396303,92.75047,153.5,0.332,32.6,2119.7,19.7,Moderate
Mizoram,23.238812,92.421881,138.0,0.242,22.8,1244.1,22.7,Low
Sikkim,27.795488,88.767285,48.9,0.166,44.6,1147.3,20.2,Low
Arunachal Pradesh,27.273819,94.203328,77.3,0.419,37.8,1345.3,23.1,Moderate
Manipur,25.653502,93.599835,199.8,0.526,15.4,912.9,21.4,Moderate
Meghalaya,25.714056,90.070587,12.3,0.28,19.0,663.0,26.8,Low
Assam,26.545263,90.26468,91.8,0.301,23.1,1423.9,21.0,Low
Mizoram,24.394012,93.130361,139.6,0.077,51.1,1498.5,22.4,Moderate
Nagaland,26.697504,94.708209,210.4,0.4,43.8,1412.4,21.6,Moderate
Nagaland,26.320485,94.199826,132.2,0.263,41.2,1159.2,27.6,Moderate
Meghalaya,26.030048,92.670507,93.1,0.288,36.3,1416.5,24.3,Low
Nagaland,26.148169,95.16307,131.4,0.33,44.5,2386.4,13.7,Moderate
Manipur,24.908333,93.969092,122.0,0.408,52.4,2552.4,19.5,Moderate
Nagaland,26.063517,93.718576,179.3,0.37,54.8,1966.2,16.1,Moderate
Assam,24.015623,91.221489,18.0,0.184,47.8,1681.8,20.1,Low
Assam,26.140837,92.093748,105.1,0.375,26.2,952.4,24.3,Low
Mizoram,23.066062,93.474843,170.1,0.216,20.4,983.7,24.6,Low
Arunachal Pradesh,27.550817,93.987006,88.2,0.209,36.4,2099.0,12.9,Low
Sikkim,27.160219,88.043162,155.9,0.35,31.9,1630.7,26.9,Moderate
Manipur,25.273278,94.02723,94.3,0.172,18.2,390.1,28.3,Low
Mizoram,23.877832,92.394822,77.4,0.311,29.6,1829.1,17.8,Low
Manipur,24.886475,93.456556,317.6,0.633,9.1,156.9,33.3,Moderate
Arunachal Pradesh,27.184185,91.563393,40.8,0.309,10.0,703.2,24.1,Low
Tripura,23.108545,91.402049,256.4,0.288,37.2,1762.1,18.4,Moderate
Nagaland,25.42207,95.271717,33.6,0.356,34.0,1748.9,21.1,Moderate
Nagaland,25.786402,93.560648,119.7,0.242,44.5,1886.7,19.6,Moderate
Sikkim,27.238899,88.528933,183.9,0.438,17.8,50.0,27.2,Moderate
Arunachal Pradesh,26.692131,96.243388,104.3,0.238,14.2,157.9,29.2,Low
Mizoram,24.399899,92.520772,94.2,0.308,45.5,2798.3,16.9,Moderate
Sikkim,27.540114,88.019921,212.5,0.534,43.6,1345.1,20.1,Moderate
Arunachal Pradesh,28.422131,93.776593,207.6,0.384,37.8,1405.5,21.3,Moderate
Meghalaya,25.32407,90.420511,52.6,0.328,47.9,2550.5,16.3,Moderate
Assam,26.746897,92.322167,73.7,0.199,42.6,2053.9,20.7,Moderate
Sikkim,27.215591,88.620198,121.0,0.151,2.0,149.6,29.1,Low
Sikkim,27.678087,88.772805,101.7,0.405,22.6,669.8,27.6,Low
Mizoram,22.205437,93.221367,129.0,0.434,33.2,1584.5,19.4,Moderate
Manipur,25.079682,93.20702,50.6,0.14,32.5,2298.1,15.8,Moderate
Meghalaya,25.833785,91.124642,305.4,0.529,26.8,868.5,25.4,Moderate
Mizoram,24.35696,92.384095,48.0,0.137,35.1,894.6,25.8,Low
Arunachal Pradesh,28.4285,93.60089,151.6,0.306,26.3,1965.5,20.0,Low
Arunachal Pradesh,29.370444,93.314862,184.5,0.483,37.5,1549.9,16.4,Moderate
Arunachal Pradesh,29.386558,96.458172,176.0,0.423,39.9,1247.7,22.4,Moderate
Tripura,23.332613,92.044604,107.0,0.292,34.2,1597.9,18.5,Moderate
Arunachal Pradesh,29.486813,92.889647,34.7,0.204,7.9,973.8,24.3,Low
Manipur,24.629877,93.936325,42.5,0.118,62.3,1921.8,19.4,Moderate
Meghalaya,25.353917,89.845795,294.5,0.399,20.2,1478.2,18.3,Moderate
Nagaland,25.618246,93.863874,108.6,0.357,29.7,597.9,22.6,Low
Assam,25.863119,90.777946,320.6,0.737,8.7,251.1,27.8,Moderate
Manipur,25.459183,94.26884,119.5,0.262,19.7,1275.6,23.5,Low
Manipur,23.961881,94.170166,153.8,0.297,16.6,50.0,34.0,Low
Tripura,23.94585,92.243088,64.1,0.263,15.1,636.7,27.0,Low
Nagaland,25.20574,93.795865,254.5,0.453,26.4,1424.3,17.8,Moderate
Nagaland,26.962804,95.164268,3.0,0.085,36.6,1746.5,20.6,Low
Assam,27.026463,94.524309,102.7,0.236,36.0,2134.6,17.4,Moderate
Assam,24.384228,92.937418,70.7,0.319,50.5,2026.4,20.2,Moderate
Nagaland,25.640008,93.662436,26.8,0.254,54.6,2313.0,16.9,Moderate
Arunachal Pradesh,28.93091,92.24271,32.9,0.168,24.3,1146.6,21.0,Low
Manipur,24.690438,94.689441,110.6,0.296,26.8,1073.6,19.9,Low
Mizoram,22.383163,93.471391,68.9,0.216,37.0,2011.7,20.3,Low
Assam,28.17601,93.200388,91.1,0.463,20.0,1079.7,22.1,Moderate
Tripura,23.172228,91.410936,145.1,0.263,16.6,129.3,29.1,Low
Tripura,23.579189,91.402121,174.0,0.379,22.4,782.3,24.6,Moderate
Assam,25.178669,95.825047,48.9,0.198,57.4,2372.8,16.3,Moderate
Nagaland,25.491393,94.766656,111.0,0.301,34.1,1101.6,23.6,Moderate
Meghalaya,25.000492,91.588548,50.9,0.095,34.1,1422.6,19.7,Low
Mizoram,24.281452,92.574314,77.0,0.302,23.9,1629.7,18.4,Low
Mizoram,22.382368,93.047184,124.5,0.297,26.2,1332.0,22.8,Moderate
Assam,26.992926,94.034592,79.9,0.237,75.0,2064.1,16.1,Moderate
Arunachal Pradesh,27.457951,92.887113,171.0,0.253,33.6,1408.7,21.0,Low
Meghalaya,26.147103,92.569899,104.2,0.347,36.9,1077.9,24.7,Moderate
Mizoram,23.089023,93.300052,35.2,0.194,28.0,807.1,28.6,Low
Assam,25.899759,92.373651,56.4,0.118,10.5,50.0,28.9,Low
Tripura,23.150821,91.554328,132.9,0.159,36.0,1661.9,24.8,Moderate
Mizoram,23.297284,92.229256,164.0,0.253,2.0,50.0,35.0,Low
Sikkim,27.532936,88.703221,77.1,0.05,54.4,1789.3,18.9,Low
Meghalaya,25.816055,91.705471,62.5,0.05,20.6,50.0,28.8,Low
Meghalaya,26.091467,89.854096,25.8,0.342,28.4,1352.9,20.5,Low
Sikkim,27.668457,88.708614,146.4,0.231,13.9,242.0,27.6,Low
Manipur,24.828537,93.583012,54.3,0.156,21.5,624.7,25.9,Low
Tripura,23.118001,92.153832,19.3,0.139,19.3,1137.0,19.6,Low
Sikkim,27.564915,88.790304,5.9,0.251,49.0,1479.4,21.2,Low
Nagaland,26.313119,94.648384,56.8,0.099,24.0,50.0,26.5,Low
Nagaland,26.728096,94.618311,20.8,0.153,42.7,1478.2,22.8,Low
Assam,25.67183,92.93589,148.1,0.148,23.6,696.5,27.2,Low
Meghalaya,25.963655,90.920951,178.1,0.429,19.6,1947.3,14.7,Moderate
Manipur,24.537431,93.172242,22.5,0.186,63.9,2212.2,16.7,Low
Manipur,25.53771,93.163865,154.9,0.197,2.0,691.6,25.5,Low
Mizoram,23.585344,92.737153,191.1,0.331,43.5,1898.5,16.7,Moderate
Mizoram,22.95461,93.083417,115.4,0.289,37.1,2549.3,19.1,Moderate
Sikkim,27.080512,88.534335,113.8,0.295,14.1,1032.5,22.1,Low
Manipur,25.26686,94.490783,17.3,0.129,39.1,2191.4,12.0,Low
Sikkim,27.204636,88.807677,146.3,0.268,30.3,1378.0,21.3,Moderate
Tripura,23.949834,92.146411,71.9,0.096,29.7,1355.8,21.6,Low
Sikkim,27.582337,88.48783,185.4,0.332,55.3,2321.6,16.1,Moderate
Mizoram,24.2895,93.369882,196.2,0.328,38.5,1439.9,21.7,Moderate
Meghalaya,25.537793,90.623238,103.6,0.186,34.5,1868.8,20.1,Moderate
Sikkim,27.471805,88.348988,76.3,0.08,33.2,821.0,27.0,Low
Arunachal Pradesh,27.360601,92.977188,60.5,0.325,29.6,1183.1,23.3,Low
Meghalaya,26.033276,90.009586,169.4,0.238,16.4,1318.8,21.3,Moderate
Manipur,25.087461,93.311076,98.5,0.405,31.1,1596.9,20.8,Moderate
Manipur,24.454561,93.110777,57.1,0.061,66.6,3048.8,14.5,Moderate
Sikkim,27.323968,88.691579,65.2,0.222,51.0,1497.3,21.7,Low
Meghalaya,26.062018,90.464581,65.5,0.416,10.5,50.0,30.0,Low
Mizoram,23.105224,92.811421,115.2,0.307,9.3,147.8,28.5,Low
Mizoram,24.171296,93.191639,46.3,0.16,33.6,1142.9,25.4,Low
Nagaland,26.174847,94.641494,28.5,0.337,21.3,1457.1,20.5,Low
Manipur,25.409975,93.01717,111.6,0.374,36.9,1360.8,20.1,Moderate
Assam,25.692138,95.415632,30.2,0.08,5.5,98.1,30.9,Low
Nagaland,26.606595,94.385683,332.7,0.648,24.2,1738.0,20.9,Moderate
Mizoram,23.277076,92.652101,130.2,0.354,16.4,550.7,27.6,Low
Meghalaya,25.624625,91.76615,81.8,0.18,30.4,1748.2,22.3,Low
Tripura,23.569381,91.928399,45.2,0.272,58.9,1698.3,17.9,Moderate
Mizoram,24.139204,92.40109,149.4,0.309,31.1,1816.5,22.4,Moderate
Meghalaya,25.541856,91.02406,198.7,0.427,48.0,1747.1,18.5,Moderate
Nagaland,26.506183,93.799735,200.8,0.54,25.1,1084.8,25.0,Moderate
Manipur,25.016477,94.579481,46.3,0.262,2.8,50.0,30.2,Low
Mizoram,22.987142,93.38432,80.1,0.226,67.5,2074.2,19.7,Moderate
Sikkim,28.191796,88.095483,77.3,0.14,3.3,50.0,31.4,Low
Meghalaya,25.279664,92.651139,126.5,0.316,33.6,1753.6,17.5,Moderate
Manipur,25.620823,93.175873,156.2,0.149,16.1,1089.5,21.8,Low
Tripura,22.923998,91.20943,79.2,0.261,38.8,1760.4,16.6,Low
Tripura,24.49362,91.234,61.1,0.126,49.7,2311.1,16.8,Low
Assam,26.1107,95.045032,109.3,0.192,14.1,525.1,29.4,Low
Meghalaya,25.024482,91.613467,42.8,0.188,63.9,3057.1,14.7,Moderate
Nagaland,25.726348,95.02467,73.7,0.326,41.5,1812.9,22.1,Moderate
Assam,25.190537,94.026561,244.8,0.499,10.6,510.0,27.7,Moderate
Assam,26.831722,91.095409,63.7,0.148,46.2,2203.7,16.3,Low
Arunachal Pradesh,26.604398,93.750873,83.1,0.187,31.3,1113.8,21.8,Low
Mizoram,22.651902,93.251671,30.1,0.338,2.0,164.5,28.1,Low
Meghalaya,25.960437,91.171072,152.1,0.396,23.0,1058.9,24.4,Moderate
Assam,26.547351,93.506835,126.5,0.326,32.7,1649.0,24.7,Moderate
Arunachal Pradesh,28.981474,93.837513,118.4,0.094,41.6,918.7,23.3,Low
Nagaland,25.723349,93.83007,206.5,0.389,8.7,1197.5,24.5,Moderate
Manipur,24.818765,93.808467,282.3,0.572,56.3,2216.6,15.2,High
Sikkim,27.528145,88.082024,53.0,0.219,33.8,1195.1,24.7,Low
Sikkim,27.862324,88.192363,20.6,0.234,32.9,1403.6,18.8,Moderate
Meghalaya,25.236344,91.038275,95.1,0.334,45.2,2001.1,21.2,Moderate
Assam,24.956669,93.378307,137.7,0.263,34.1,1484.0,21.2,Low
Sikkim,27.445756,88.404021,111.3,0.322,41.4,1760.1,16.0,Moderate
Mizoram,23.29664,92.464596,105.3,0.185,45.1,1666.6,19.6,Moderate
Sikkim,27.186902,88.79238,247.8,0.517,35.6,619.9,27.1,Moderate
Sikkim,27.520468,88.370884,94.6,0.336,3.5,50.0,24.4,Low
Sikkim,27.042735,88.448179,169.4,0.386,12.8,509.9,25.7,Low
Tripura,23.786672,91.726493,335.8,0.684,7.0,353.5,28.8,Moderate
Arunachal Pradesh,28.621094,92.47615,280.6,0.615,19.1,1592.3,18.3,Moderate
Assam,25.059337,94.807602,146.7,0.294,32.2,1195.3,24.2,Moderate
Mizoram,24.362644,92.376713,63.8,0.283,45.4,1259.3,21.6,Low
Assam,26.090128,91.04931,109.2,0.367,28.1,662.2,24.7,Moderate
Tripura,22.996117,91.423154,46.1,0.163,41.7,1019.8,26.8,Moderate
Meghalaya,25.172425,91.929799,9.5,0.138,49.9,1953.8,17.1,Moderate
Meghalaya,25.64047,90.231503,155.0,0.265,33.4,1821.8,20.8,Moderate
Meghalaya,25.01109,92.224471,192.5,0.468,27.4,903.2,23.0,Moderate
Nagaland,25.534769,94.512433,26.8,0.24,17.0,278.9,26.7,Low
Sikkim,27.404306,88.526937,122.6,0.373,36.0,1249.2,20.7,Moderate
Nagaland,25.799742,93.473879,105.3,0.254,49.4,1579.0,22.8,Moderate
Arunachal Pradesh,27.16885,92.534322,96.7,0.181,2.0,227.8,28.9,Low
Meghalaya,25.513623,91.774851,27.7,0.242,23.8,738.8,23.7,Low
Tripura,23.32209,91.015691,150.6,0.322,29.1,1310.3,21.4,Low
Mizoram,23.249237,92.987487,156.0,0.334,31.7,1535.2,23.5,Moderate
Assam,28.044056,93.413666,48.5,0.158,22.2,1545.5,16.7,Moderate
Sikkim,27.565407,88.516061,73.4,0.144,53.4,3066.0,12.1,Moderate
Manipur,25.563011,94.491081,63.5,0.071,10.2,664.1,30.5,Low
Mizoram,22.739745,92.508431,61.0,0.05,31.1,2267.0,17.0,Low
Sikkim,27.31516,88.453979,224.1,0.448,51.3,2583.4,16.3,Moderate
Nagaland,26.613694,94.306438,11.3,0.28,30.9,1248.6,22.9,Low
Nagaland,25.328813,94.747161,185.1,0.482,9.8,50.0,30.9,Low
Mizoram,23.995522,92.576347,176.4,0.394,27.8,1001.2,25.9,Moderate
Nagaland,26.461839,94.153184,81.7,0.367,25.6,68.8,25.9,Moderate
Meghalaya,26.066943,92.335677,73.6,0.05,34.1,1755.3,17.7,Low
Arunachal Pradesh,28.076296,95.303281,74.8,0.158,13.1,452.3,28.7,Low
Assam,27.710069,92.823017,73.2,0.222,28.1,1329.0,22.8,Low
Arunachal Pradesh,27.439752,95.645164,217.2,0.302,28.4,1034.0,22.7,Low
Sikkim,27.26408,88.349678,30.2,0.098,34.2,2161.4,22.4,Low
Assam,27.636054,94.263861,41.9,0.116,23.7,1299.4,21.3,Low
Tripura,23.546098,91.279168,120.4,0.257,2.0,335.9,28.2,Low
Assam,25.495067,91.489856,354.8,0.618,36.1,1291.4,18.7,High
Arunachal Pradesh,27.028268,95.588331,53.7,0.175,11.9,1203.3,20.5,Low
Mizoram,22.555382,92.790418,92.2,0.174,31.2,1063.7,20.7,Low
Assam,25.62061,95.887087,85.5,0.191,31.7,879.8,24.8,Moderate
Tripura,23.525748,91.103977,181.1,0.346,28.4,517.2,28.0,Low
Tripura,23.043721,91.76798,95.2,0.293,55.6,2211.7,12.6,Moderate
Tripura,23.858982,91.544387,69.6,0.071,39.3,2393.4,16.2,Moderate
Arunachal Pradesh,27.795531,91.796629,29.9,0.087,39.3,1665.4,15.1,Low
Assam,26.169495,92.879859,172.2,0.497,53.3,2091.9,18.6,Moderate
Manipur,24.084144,93.186911,219.1,0.361,11.1,674.1,28.0,Low
Mizoram,22.221288,92.331337,313.7,0.399,52.1,3018.0,10.2,High
Meghalaya,25.73165,90.389448,78.5,0.114,22.9,1293.0,25.1,Low
Assam,25.056007,90.793505,165.1,0.442,30.7,1236.4,20.8,Moderate
